Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Harry realises that if they want to get the Horcrux within Hogwarts , they need to do so immediately , before Tom finds his other Horcruxes are missing .","['Harry', 'they', 'Hogwarts', 'they', 'Tom', 'Horcruxes']","['Harry:realises', 'they:want', 'Hogwarts:get', 'they:need', 'Tom:finds', 'Horcruxes:missing']",['Horcrux'],['Horcrux:get'],-0.2263,"[(('realises', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('realises', 'VBZ'), 'ccomp', ('need', 'VBP')), (('need', 'VBP'), 'mark', ('that', 'IN')), (('need', 'VBP'), 'advcl', ('want', 'VBP')), (('want', 'VBP'), 'mark', ('if', 'IN')), (('want', 'VBP'), 'nsubj', ('they', 'PRP')), (('want', 'VBP'), 'xcomp', ('get', 'VB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'dobj', ('Horcrux', 'NN')), (('Horcrux', 'NN'), 'det', ('the', 'DT')), (('get', 'VB'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('within', 'IN')), (('need', 'VBP'), 'nsubj', ('they', 'PRP')), (('need', 'VBP'), 'xcomp', ('do', 'VB')), (('do', 'VB'), 'mark', ('to', 'TO')), (('do', 'VB'), 'advmod', ('so', 'RB')), (('do', 'VB'), 'advmod', ('immediately', 'RB')), (('do', 'VB'), 'advcl', ('finds', 'VBZ')), (('finds', 'VBZ'), 'mark', ('before', 'IN')), (('finds', 'VBZ'), 'nsubj', ('Tom', 'NNP')), (('finds', 'VBZ'), 'ccomp', ('missing', 'VBG')), (('missing', 'VBG'), 'nsubj', ('Horcruxes', 'NNS')), (('Horcruxes', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('Horcruxes', 'NNS'), 'amod', ('other', 'JJ')), (('missing', 'VBG'), 'cop', ('are', 'VBP'))]"
They immediately Apparate to Hogsmeade to find a way to sneak into the school .,"['They', 'school']","['They:Apparate', 'school:sneak']",['way'],['way:find'],0.0,"[(('Apparate', 'VBP'), 'nsubj', ('They', 'PRP')), (('Apparate', 'VBP'), 'advmod', ('immediately', 'RB')), (('Apparate', 'VBP'), 'xcomp', ('Hogsmeade', 'VB')), (('Hogsmeade', 'VB'), 'mark', ('to', 'TO')), (('Hogsmeade', 'VB'), 'xcomp', ('find', 'VB')), (('find', 'VB'), 'mark', ('to', 'TO')), (('find', 'VB'), 'dobj', ('way', 'NN')), (('way', 'NN'), 'det', ('a', 'DT')), (('way', 'NN'), 'acl', ('sneak', 'VB')), (('sneak', 'VB'), 'mark', ('to', 'TO')), (('sneak', 'VB'), 'nmod', ('school', 'NN')), (('school', 'NN'), 'case', ('into', 'IN')), (('school', 'NN'), 'det', ('the', 'DT'))]"
"When they arrive in Hogsmeade , they immediately trigger the Caterwauling Charm placed on the village alerting the Death to their presence .","['they', 'Hogsmeade', 'they', 'Charm', 'village', 'presence']","['they:arrive', 'Hogsmeade:arrive', 'they:trigger', 'Charm:placed', 'village:placed', 'presence:alerting']",['Death'],['Death:alerting'],-0.296,"[(('trigger', 'VBP'), 'advcl', ('arrive', 'VBP')), (('arrive', 'VBP'), 'advmod', ('When', 'WRB')), (('arrive', 'VBP'), 'nsubj', ('they', 'PRP')), (('arrive', 'VBP'), 'nmod', ('Hogsmeade', 'NNP')), (('Hogsmeade', 'NNP'), 'case', ('in', 'IN')), (('trigger', 'VBP'), 'nsubj', ('they', 'PRP')), (('trigger', 'VBP'), 'advmod', ('immediately', 'RB')), (('trigger', 'VBP'), 'ccomp', ('placed', 'VBD')), (('placed', 'VBD'), 'nsubj', ('Charm', 'NNP')), (('Charm', 'NNP'), 'det', ('the', 'DT')), (('Charm', 'NNP'), 'compound', ('Caterwauling', 'NNP')), (('placed', 'VBD'), 'nmod', ('village', 'NN')), (('village', 'NN'), 'case', ('on', 'IN')), (('village', 'NN'), 'det', ('the', 'DT')), (('placed', 'VBD'), 'xcomp', ('alerting', 'VBG')), (('alerting', 'VBG'), 'dobj', ('Death', 'NN')), (('Death', 'NN'), 'det', ('the', 'DT')), (('alerting', 'VBG'), 'nmod', ('presence', 'NN')), (('presence', 'NN'), 'case', ('to', 'TO')), (('presence', 'NN'), 'nmod:poss', ('their', 'PRP$'))]"
"Harry and friends are cornered by the Death , but are saved by Aberforth , Albus 's younger brother .","['Death', 'Aberforth']","['Death:cornered', 'Aberforth:saved']","['Harry', 'friends']","['Harry:cornered', 'friends:cornered']",0.4118,"[(('cornered', 'VBN'), 'nsubjpass', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('friends', 'NNS')), (('cornered', 'VBN'), 'auxpass', ('are', 'VBP')), (('cornered', 'VBN'), 'nmod', ('Death', 'NN')), (('Death', 'NN'), 'case', ('by', 'IN')), (('Death', 'NN'), 'det', ('the', 'DT')), (('cornered', 'VBN'), 'cc', ('but', 'CC')), (('cornered', 'VBN'), 'conj', ('saved', 'VBN')), (('saved', 'VBN'), 'auxpass', ('are', 'VBP')), (('saved', 'VBN'), 'nmod', ('Aberforth', 'NNP')), (('Aberforth', 'NNP'), 'case', ('by', 'IN')), (('Aberforth', 'NNP'), 'appos', ('brother', 'NN')), (('brother', 'NN'), 'nmod:poss', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', (""'s"", 'POS')), (('brother', 'NN'), 'amod', ('younger', 'JJR'))]"
Harry also discovers that Aberforth was the one he saw in the mirror at Malfoy .,"['Harry', 'Aberforth', 'he', 'mirror', 'Malfoy']","['Harry:discovers', 'Aberforth:one', 'he:saw', 'mirror:saw', 'Malfoy:saw']",[],[],0.0,"[(('discovers', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('discovers', 'VBZ'), 'advmod', ('also', 'RB')), (('discovers', 'VBZ'), 'ccomp', ('one', 'NN')), (('one', 'NN'), 'mark', ('that', 'IN')), (('one', 'NN'), 'nsubj', ('Aberforth', 'NNP')), (('one', 'NN'), 'cop', ('was', 'VBD')), (('one', 'NN'), 'det', ('the', 'DT')), (('one', 'NN'), 'acl:relcl', ('saw', 'VBD')), (('saw', 'VBD'), 'nsubj', ('he', 'PRP')), (('saw', 'VBD'), 'nmod', ('mirror', 'NN')), (('mirror', 'NN'), 'case', ('in', 'IN')), (('mirror', 'NN'), 'det', ('the', 'DT')), (('saw', 'VBD'), 'nmod', ('Malfoy', 'NNP')), (('Malfoy', 'NNP'), 'case', ('at', 'IN'))]"
"During the ensuing argument , Aberforth urges the trio to flee , but they refuse to give up .","['argument', 'Aberforth', 'they']","['argument:urges', 'Aberforth:urges', 'they:refuse']",['trio'],['trio:urges'],-0.5499,"[(('urges', 'VBZ'), 'nmod', ('argument', 'NN')), (('argument', 'NN'), 'case', ('During', 'IN')), (('argument', 'NN'), 'det', ('the', 'DT')), (('argument', 'NN'), 'amod', ('ensuing', 'VBG')), (('urges', 'VBZ'), 'nsubj', ('Aberforth', 'NNP')), (('urges', 'VBZ'), 'dobj', ('trio', 'NN')), (('trio', 'NN'), 'det', ('the', 'DT')), (('trio', 'NN'), 'acl', ('flee', 'VB')), (('flee', 'VB'), 'mark', ('to', 'TO')), (('urges', 'VBZ'), 'cc', ('but', 'CC')), (('urges', 'VBZ'), 'conj', ('refuse', 'VBP')), (('refuse', 'VBP'), 'nsubj', ('they', 'PRP')), (('refuse', 'VBP'), 'xcomp', ('give', 'VB')), (('give', 'VB'), 'mark', ('to', 'TO')), (('give', 'VB'), 'compound:prt', ('up', 'RP'))]"
"Aberforth then tells them the truth about Ariana ; She had been a witch , but an attack on her by Muggle boys had left her unable to control her natural magical abilities .","['Aberforth', 'Ariana', 'She', 'attack', 'her', 'boys', 'her']","['Aberforth:tells', 'Ariana:truth', 'She:witch', 'attack:left', 'her:attack', 'boys:her', 'her:unable']","['truth', 'abilities']","['truth:tells', 'abilities:control']",0.128,"[(('tells', 'VBZ'), 'nsubj', ('Aberforth', 'NNP')), (('tells', 'VBZ'), 'advmod', ('then', 'RB')), (('tells', 'VBZ'), 'iobj', ('them', 'PRP')), (('tells', 'VBZ'), 'dobj', ('truth', 'NN')), (('truth', 'NN'), 'det', ('the', 'DT')), (('truth', 'NN'), 'nmod', ('Ariana', 'NNP')), (('Ariana', 'NNP'), 'case', ('about', 'IN')), (('tells', 'VBZ'), 'parataxis', ('witch', 'NN')), (('witch', 'NN'), 'nsubj', ('She', 'PRP')), (('witch', 'NN'), 'aux', ('had', 'VBD')), (('witch', 'NN'), 'cop', ('been', 'VBN')), (('witch', 'NN'), 'det', ('a', 'DT')), (('witch', 'NN'), 'cc', ('but', 'CC')), (('witch', 'NN'), 'conj', ('left', 'VBN')), (('left', 'VBN'), 'nsubj', ('attack', 'NN')), (('attack', 'NN'), 'det', ('an', 'DT')), (('attack', 'NN'), 'nmod', ('her', 'PRP')), (('her', 'PRP'), 'case', ('on', 'IN')), (('her', 'PRP'), 'nmod', ('boys', 'NNS')), (('boys', 'NNS'), 'case', ('by', 'IN')), (('boys', 'NNS'), 'compound', ('Muggle', 'NNP')), (('left', 'VBN'), 'aux', ('had', 'VBD')), (('left', 'VBN'), 'xcomp', ('unable', 'JJ')), (('unable', 'JJ'), 'nsubj', ('her', 'PRP')), (('unable', 'JJ'), 'xcomp', ('control', 'VB')), (('control', 'VB'), 'mark', ('to', 'TO')), (('control', 'VB'), 'dobj', ('abilities', 'NNS')), (('abilities', 'NNS'), 'nmod:poss', ('her', 'PRP$')), (('abilities', 'NNS'), 'amod', ('natural', 'JJ')), (('abilities', 'NNS'), 'amod', ('magical', 'JJ'))]"
Percival attacked the Muggles in retaliation .,"['Percival', 'retaliation']","['Percival:attacked', 'retaliation:attacked']",[],[],-0.4588,"[(('attacked', 'VBD'), 'nsubj', ('Percival', 'NNP')), (('attacked', 'VBD'), 'dobj', ('Muggles', 'NNPS')), (('Muggles', 'NNPS'), 'det', ('the', 'DT')), (('attacked', 'VBD'), 'nmod', ('retaliation', 'NN')), (('retaliation', 'NN'), 'case', ('in', 'IN'))]"
"Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley kept Ariana and her incurable condition secret to protect her , with Aberforth caring for her the most .","['Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley', 'Aberforth', 'her']","['Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley:kept', 'Aberforth:kept', 'her:caring']","['Ariana', 'secret', 'her']","['Ariana:kept', 'secret:kept', 'her:protect']",0.7003,"[(('kept', 'VBD'), 'nsubj', ('Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley', 'NN')), (('kept', 'VBD'), 'dobj', ('Ariana', 'NNP')), (('Ariana', 'NNP'), 'cc', ('and', 'CC')), (('Ariana', 'NNP'), 'conj', ('secret', 'NN')), (('secret', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('secret', 'NN'), 'amod', ('incurable', 'JJ')), (('secret', 'NN'), 'compound', ('condition', 'NN')), (('kept', 'VBD'), 'advcl', ('protect', 'VB')), (('protect', 'VB'), 'mark', ('to', 'TO')), (('protect', 'VB'), 'dobj', ('her', 'PRP')), (('kept', 'VBD'), 'nmod', ('Aberforth', 'NNP')), (('Aberforth', 'NNP'), 'case', ('with', 'IN')), (('Aberforth', 'NNP'), 'acl', ('caring', 'VBG')), (('caring', 'VBG'), 'nmod', ('her', 'PRP')), (('her', 'PRP'), 'case', ('for', 'IN')), (('her', 'PRP'), 'dep', ('most', 'JJS')), (('most', 'JJS'), 'det', ('the', 'DT'))]"
"However , one of Ariana 's magical outbursts killed Kendra .",['outbursts'],['outbursts:one'],['Kendra'],['Kendra:killed'],-0.6705,"[(('killed', 'VBD'), 'advmod', ('However', 'RB')), (('killed', 'VBD'), 'nsubj', ('one', 'CD')), (('one', 'CD'), 'nmod', ('outbursts', 'NNS')), (('outbursts', 'NNS'), 'case', ('of', 'IN')), (('outbursts', 'NNS'), 'nmod:poss', ('Ariana', 'NNP')), (('Ariana', 'NNP'), 'case', (""'s"", 'POS')), (('outbursts', 'NNS'), 'amod', ('magical', 'JJ')), (('killed', 'VBD'), 'dobj', ('Kendra', 'NNP'))]"
"With Aberforth about to return to school , Albus took over care of Ariana .","['Aberforth', 'school', 'Albus', 'care', 'Ariana']","['Aberforth:took', 'school:return', 'Albus:took', 'care:took', 'Ariana:care']",[],[],0.4939,"[(('took', 'VBD'), 'nmod', ('Aberforth', 'NNP')), (('Aberforth', 'NNP'), 'case', ('With', 'IN')), (('Aberforth', 'NNP'), 'dep', ('about', 'IN')), (('about', 'IN'), 'xcomp', ('return', 'VB')), (('return', 'VB'), 'mark', ('to', 'TO')), (('return', 'VB'), 'nmod', ('school', 'NN')), (('school', 'NN'), 'case', ('to', 'TO')), (('took', 'VBD'), 'nsubj', ('Albus', 'NNP')), (('took', 'VBD'), 'nmod', ('care', 'NN')), (('care', 'NN'), 'case', ('over', 'IN')), (('care', 'NN'), 'nmod', ('Ariana', 'NNP')), (('Ariana', 'NNP'), 'case', ('of', 'IN'))]"
At this time he was introduced to Gellert .,"['time', 'Gellert']","['time:introduced', 'Gellert:introduced']",['he'],['he:introduced'],0.0,"[(('introduced', 'VBN'), 'nmod', ('time', 'NN')), (('time', 'NN'), 'case', ('At', 'IN')), (('time', 'NN'), 'det', ('this', 'DT')), (('introduced', 'VBN'), 'nsubjpass', ('he', 'PRP')), (('introduced', 'VBN'), 'auxpass', ('was', 'VBD')), (('introduced', 'VBN'), 'nmod', ('Gellert', 'NNP')), (('Gellert', 'NNP'), 'case', ('to', 'TO'))]"
"He began to neglect his duties as he was planning his uprising with Gellert , for which he was confronted by Aberforth .","['He', 'he', 'Gellert', 'Aberforth']","['He:began', 'he:planning', 'Gellert:planning', 'Aberforth:confronted']","['duties', 'uprising', 'he']","['duties:neglect', 'uprising:planning', 'he:confronted']",-0.5859,"[(('began', 'VBD'), 'nsubj', ('He', 'PRP')), (('began', 'VBD'), 'xcomp', ('neglect', 'VB')), (('neglect', 'VB'), 'mark', ('to', 'TO')), (('neglect', 'VB'), 'dobj', ('duties', 'NNS')), (('duties', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('neglect', 'VB'), 'advcl', ('planning', 'VBG')), (('planning', 'VBG'), 'mark', ('as', 'IN')), (('planning', 'VBG'), 'nsubj', ('he', 'PRP')), (('planning', 'VBG'), 'aux', ('was', 'VBD')), (('planning', 'VBG'), 'dobj', ('uprising', 'NN')), (('uprising', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('planning', 'VBG'), 'nmod', ('Gellert', 'NNP')), (('Gellert', 'NNP'), 'case', ('with', 'IN')), (('Gellert', 'NNP'), 'acl:relcl', ('confronted', 'VBN')), (('confronted', 'VBN'), 'nmod', ('which', 'WDT')), (('which', 'WDT'), 'case', ('for', 'IN')), (('confronted', 'VBN'), 'nsubjpass', ('he', 'PRP')), (('confronted', 'VBN'), 'auxpass', ('was', 'VBD')), (('confronted', 'VBN'), 'nmod', ('Aberforth', 'NNP')), (('Aberforth', 'NNP'), 'case', ('by', 'IN'))]"
"Gellert , Albus , and Aberforth got into a duel , in which Ariana was accidentally killed in the struggle .","['Gellert', 'Albus', 'Aberforth', 'duel', 'struggle']","['Gellert:got', 'Albus:got', 'Aberforth:got', 'duel:got', 'struggle:killed']",['Ariana'],['Ariana:killed'],-0.8481,"[(('got', 'VBD'), 'nsubj', ('Gellert', 'NNP')), (('Gellert', 'NNP'), 'conj', ('Albus', 'NNP')), (('Gellert', 'NNP'), 'cc', ('and', 'CC')), (('Gellert', 'NNP'), 'conj', ('Aberforth', 'NNP')), (('got', 'VBD'), 'nmod', ('duel', 'NN')), (('duel', 'NN'), 'case', ('into', 'IN')), (('duel', 'NN'), 'det', ('a', 'DT')), (('duel', 'NN'), 'acl:relcl', ('killed', 'VBN')), (('killed', 'VBN'), 'nmod', ('which', 'WDT')), (('which', 'WDT'), 'case', ('in', 'IN')), (('killed', 'VBN'), 'nsubjpass', ('Ariana', 'NNP')), (('killed', 'VBN'), 'auxpass', ('was', 'VBD')), (('killed', 'VBN'), 'advmod', ('accidentally', 'RB')), (('killed', 'VBN'), 'nmod', ('struggle', 'NN')), (('struggle', 'NN'), 'case', ('in', 'IN')), (('struggle', 'NN'), 'det', ('the', 'DT'))]"
"After sharing this sad story and being told by Harry that his brother regretted that moment to his death , Aberforth opens a secret passageway to Hogwarts , where Neville greets them .","['Harry', 'brother', 'death', 'Aberforth', 'Hogwarts', 'Neville']","['Harry:told', 'brother:regretted', 'death:regretted', 'Aberforth:opens', 'Hogwarts:opens', 'Neville:greets']","['story', 'moment', 'passageway', 'them']","['story:sharing', 'moment:regretted', 'passageway:opens', 'them:greets']",-0.7734,"[(('opens', 'VBZ'), 'advcl', ('sharing', 'VBG')), (('sharing', 'VBG'), 'mark', ('After', 'IN')), (('sharing', 'VBG'), 'dobj', ('story', 'NN')), (('story', 'NN'), 'det', ('this', 'DT')), (('story', 'NN'), 'amod', ('sad', 'JJ')), (('sharing', 'VBG'), 'cc', ('and', 'CC')), (('sharing', 'VBG'), 'conj', ('told', 'VBN')), (('told', 'VBN'), 'auxpass', ('being', 'VBG')), (('told', 'VBN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('by', 'IN')), (('told', 'VBN'), 'ccomp', ('regretted', 'VBN')), (('regretted', 'VBN'), 'mark', ('that', 'IN')), (('regretted', 'VBN'), 'nsubj', ('brother', 'NN')), (('brother', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('regretted', 'VBN'), 'dobj', ('moment', 'NN')), (('moment', 'NN'), 'det', ('that', 'DT')), (('regretted', 'VBN'), 'nmod', ('death', 'NN')), (('death', 'NN'), 'case', ('to', 'TO')), (('death', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('opens', 'VBZ'), 'nsubj', ('Aberforth', 'NNP')), (('opens', 'VBZ'), 'dobj', ('passageway', 'NN')), (('passageway', 'NN'), 'det', ('a', 'DT')), (('passageway', 'NN'), 'amod', ('secret', 'JJ')), (('opens', 'VBZ'), 'nmod', ('Hogwarts', 'NNP')), (('Hogwarts', 'NNP'), 'case', ('to', 'TO')), (('Hogwarts', 'NNP'), 'acl:relcl', ('greets', 'VBZ')), (('greets', 'VBZ'), 'advmod', ('where', 'WRB')), (('greets', 'VBZ'), 'nsubj', ('Neville', 'NNP')), (('greets', 'VBZ'), 'dobj', ('them', 'PRP'))]"
"The trio learn that Neville , Ginevra , and Luna had restarted Albus 's Army to resist the regime of Severus , who was made headmaster following Tom 's takeover of the Ministry and that the members of the reconstituted Albus 's Army have taken shelter in the Room of Requirement to hide from Severus 's forces .","['trio', 'Neville', 'Ginevra', 'Luna', 'Severus', 'takeover', 'Ministry', 'members', 'Army', 'Room', 'Requirement', 'forces']","['trio:learn', 'Neville:restarted', 'Ginevra:restarted', 'Luna:restarted', 'Severus:regime', 'takeover:headmaster', 'Ministry:takeover', 'members:taken', 'Army:members', 'Room:taken', 'Requirement:Room', 'forces:hide']","['Army', 'regime', 'headmaster', 'shelter']","['Army:restarted', 'regime:resist', 'headmaster:made', 'shelter:taken']",-0.1779,"[(('learn', 'VBP'), 'nsubj', ('trio', 'NN')), (('trio', 'NN'), 'det', ('The', 'DT')), (('learn', 'VBP'), 'ccomp', ('restarted', 'VBN')), (('restarted', 'VBN'), 'mark', ('that', 'IN')), (('restarted', 'VBN'), 'nsubj', ('Neville', 'NNP')), (('Neville', 'NNP'), 'conj', ('Ginevra', 'NNP')), (('Neville', 'NNP'), 'cc', ('and', 'CC')), (('Neville', 'NNP'), 'conj', ('Luna', 'NNP')), (('restarted', 'VBN'), 'aux', ('had', 'VBD')), (('restarted', 'VBN'), 'dobj', ('Army', 'NN')), (('Army', 'NN'), 'nmod:poss', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', (""'s"", 'POS')), (('Army', 'NN'), 'acl', ('resist', 'VB')), (('resist', 'VB'), 'mark', ('to', 'TO')), (('resist', 'VB'), 'dobj', ('regime', 'NN')), (('regime', 'NN'), 'det', ('the', 'DT')), (('regime', 'NN'), 'nmod', ('Severus', 'NNP')), (('Severus', 'NNP'), 'case', ('of', 'IN')), (('Severus', 'NNP'), 'acl:relcl', ('made', 'VBN')), (('made', 'VBN'), 'nsubjpass', ('who', 'WP')), (('made', 'VBN'), 'auxpass', ('was', 'VBD')), (('made', 'VBN'), 'dobj', ('headmaster', 'NN')), (('headmaster', 'NN'), 'nmod', ('takeover', 'NN')), (('takeover', 'NN'), 'case', ('following', 'VBG')), (('takeover', 'NN'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS')), (('takeover', 'NN'), 'nmod', ('Ministry', 'NNP')), (('Ministry', 'NNP'), 'case', ('of', 'IN')), (('Ministry', 'NNP'), 'det', ('the', 'DT')), (('restarted', 'VBN'), 'cc', ('and', 'CC')), (('restarted', 'VBN'), 'conj', ('taken', 'VBN')), (('taken', 'VBN'), 'mark', ('that', 'IN')), (('taken', 'VBN'), 'nsubj', ('members', 'NNS')), (('members', 'NNS'), 'det', ('the', 'DT')), (('members', 'NNS'), 'nmod', ('Army', 'NNP')), (('Army', 'NNP'), 'case', ('of', 'IN')), (('Army', 'NNP'), 'det', ('the', 'DT')), (('Army', 'NNP'), 'amod', ('reconstituted', 'JJ')), (('Army', 'NNP'), 'dep', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', (""'s"", 'POS')), (('taken', 'VBN'), 'aux', ('have', 'VBP')), (('taken', 'VBN'), 'dobj', ('shelter', 'NN')), (('taken', 'VBN'), 'nmod', ('Room', 'NNP')), (('Room', 'NNP'), 'case', ('in', 'IN')), (('Room', 'NNP'), 'det', ('the', 'DT')), (('Room', 'NNP'), 'nmod', ('Requirement', 'NNP')), (('Requirement', 'NNP'), 'case', ('of', 'IN')), (('taken', 'VBN'), 'advcl', ('hide', 'VB')), (('hide', 'VB'), 'mark', ('to', 'TO')), (('hide', 'VB'), 'nmod', ('forces', 'NNS')), (('forces', 'NNS'), 'case', ('from', 'IN')), (('forces', 'NNS'), 'nmod:poss', ('Severus', 'NNP')), (('Severus', 'NNP'), 'case', (""'s"", 'POS'))]"
"Believing that Harry 's return meant revolution , Neville summons members of the D.A. who have been forced to leave the school , including Ginevra , Luna , and Dean , or those who had graduated previously , such as Fred and George , Harry 's old Quidditch team , and his first girlfriend , Cho .","['return', 'Neville', 'D.A.', 'Ginevra', 'Luna', 'Dean']","['return:meant', 'Neville:summons', 'D.A.:members', 'Ginevra:school', 'Luna:school', 'Dean:school']","['revolution', 'members', 'school']","['revolution:meant', 'members:summons', 'school:leave']",-0.4939,"[(('summons', 'VBZ'), 'advcl', ('Believing', 'VBG')), (('Believing', 'VBG'), 'ccomp', ('meant', 'VBD')), (('meant', 'VBD'), 'mark', ('that', 'IN')), (('meant', 'VBD'), 'nsubj', ('return', 'NN')), (('return', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('meant', 'VBD'), 'dobj', ('revolution', 'NN')), (('summons', 'VBZ'), 'nsubj', ('Neville', 'NNP')), (('summons', 'VBZ'), 'dobj', ('members', 'NNS')), (('members', 'NNS'), 'nmod', ('D.A.', 'NNP')), (('D.A.', 'NNP'), 'case', ('of', 'IN')), (('D.A.', 'NNP'), 'det', ('the', 'DT')), (('members', 'NNS'), 'acl:relcl', ('forced', 'VBN')), (('forced', 'VBN'), 'nsubjpass', ('who', 'WP')), (('forced', 'VBN'), 'aux', ('have', 'VBP')), (('forced', 'VBN'), 'auxpass', ('been', 'VBN')), (('forced', 'VBN'), 'xcomp', ('leave', 'VB')), (('leave', 'VB'), 'mark', ('to', 'TO')), (('leave', 'VB'), 'dobj', ('school', 'NN')), (('school', 'NN'), 'det', ('the', 'DT')), (('school', 'NN'), 'nmod', ('Ginevra', 'NNP')), (('Ginevra', 'NNP'), 'case', ('including', 'VBG')), (('Ginevra', 'NNP'), 'conj', ('Luna', 'NNP')), (('Ginevra', 'NNP'), 'cc', ('and', 'CC')), (('Ginevra', 'NNP'), 'conj', ('Dean', 'NNP')), (('members', 'NNS'), 'cc', ('or', 'CC')), (('members', 'NNS'), 'conj', ('those', 'DT')), (('those', 'DT'), 'acl:relcl', ('graduated', 'VBN')), (('graduated', 'VBN'), 'nsubj', ('who', 'WP')), (('graduated', 'VBN'), 'aux', ('had', 'VBD')), (('graduated', 'VBN'), 'advmod', ('previously', 'RB')), (('graduated', 'VBN'), 'advcl', ('Fred', 'NNP')), (('Fred', 'NNP'), 'case', ('such', 'JJ')), (('Fred', 'NNP'), 'case', ('as', 'IN')), (('Fred', 'NNP'), 'cc', ('and', 'CC')), (('Fred', 'NNP'), 'conj', ('George', 'NNP')), (('those', 'DT'), 'conj', ('team', 'NN')), (('team', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('team', 'NN'), 'amod', ('old', 'JJ')), (('team', 'NN'), 'amod', ('Quidditch', 'JJ')), (('those', 'DT'), 'cc', ('and', 'CC')), (('those', 'DT'), 'conj', ('girlfriend', 'NN')), (('girlfriend', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('girlfriend', 'NN'), 'amod', ('first', 'JJ')), (('girlfriend', 'NN'), 'appos', ('Cho', 'NNP'))]"
"Harry asks them what they know about any artefact that belonged to Ravenclaw , which Albus believed to be a Horcrux .","['Harry', 'they', 'artefact', 'Ravenclaw', 'Albus']","['Harry:asks', 'they:know', 'artefact:know', 'Ravenclaw:belonged', 'Albus:believed']",['them'],['them:asks'],0.0,"[(('asks', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('asks', 'VBZ'), 'dobj', ('them', 'PRP')), (('asks', 'VBZ'), 'dep', ('know', 'VBP')), (('know', 'VBP'), 'dobj', ('what', 'WP')), (('know', 'VBP'), 'nsubj', ('they', 'PRP')), (('know', 'VBP'), 'nmod', ('artefact', 'NN')), (('artefact', 'NN'), 'case', ('about', 'IN')), (('artefact', 'NN'), 'det', ('any', 'DT')), (('artefact', 'NN'), 'acl:relcl', ('belonged', 'VBD')), (('belonged', 'VBD'), 'nsubj', ('that', 'WDT')), (('belonged', 'VBD'), 'nmod', ('Ravenclaw', 'NNP')), (('Ravenclaw', 'NNP'), 'case', ('to', 'TO')), (('Ravenclaw', 'NNP'), 'acl:relcl', ('believed', 'VBD')), (('believed', 'VBD'), 'dobj', ('which', 'WDT')), (('believed', 'VBD'), 'nsubj', ('Albus', 'NNP')), (('believed', 'VBD'), 'xcomp', ('Horcrux', 'NN')), (('Horcrux', 'NN'), 'mark', ('to', 'TO')), (('Horcrux', 'NN'), 'cop', ('be', 'VB')), (('Horcrux', 'NN'), 'det', ('a', 'DT'))]"
